PeakID (cmd=annotatePeaks.pl peakcalling/LARP4_consensus_peaks2.bed hg38 -annStats annotation_stats.txt),Chr,Start,End,Strand,Gene Name
LARP4_rep1_peak_8192,chr3,47587829,47588386,+,CSPG5
LARP4_rep1_peak_9347,chr6,17615366,17615655,+,FAM8A1
LARP4_rep1_peak_4455,chr17,21002013,21002866,+,USP22
LARP4_rep1_peak_5640,chr19,15913538,15913742,+,CYP4F2
LARP4_rep1_peak_6380,chr2,61478467,61478689,+,USP34
LARP4_rep1_peak_10306,chr7,137880253,137880546,+,DGKI
LARP4_rep1_peak_8695,chr4,10074445,10074744,+,MIR3138
LARP4_rep1_peak_6170,chr2,3189126,3189289,+,LINC01250
LARP4_rep1_peak_1008,chr1,231223997,231224392,+,C1orf131
LARP4_rep1_peak_5155,chr18,57601071,57601270,+,
LARP4_rep1_peak_4726,chr17,48070236,48070459,+,NFE2L1
LARP4_rep1_peak_6680,chr2,138013920,138014477,+,HNMT
LARP4_rep1_peak_3076,chr14,100334006,100334260,+,SLC25A47
LARP4_rep1_peak_10340,chr7,149431630,149431921,+,ZNF777
LARP4_rep1_peak_4719,chr17,47946626,47947007,+,PNPO
LARP4_rep1_peak_9509,chr6,33194170,33194392,+,COL11A2
LARP4_rep1_peak_7098,chr20,20036041,20036240,+,CRNKL1
LARP4_rep1_peak_5114,chr18,12030344,12030725,+,IMPA2
LARP4_rep1_peak_607,chr1,109929192,109929424,+,CSF1
LARP4_rep1_peak_1334,chr10,123057880,123058194,+,ACADSB
LARP4_rep1_peak_5019,chr17,81921265,81921472,+,MAFG
LARP4_rep1_peak_11710,chrX,154506381,154506573,+,FAM3A
LARP4_rep1_peak_5936,chr19,45303044,45303443,+,CKM
LARP4_rep1_peak_4035,chr16,75112091,75112389,+,LDHD
LARP4_rep1_peak_2060,chr11,119662487,119662682,+,NECTIN1
LARP4_rep1_peak_10351,chr7,150373692,150373936,+,REPIN1
LARP4_rep1_peak_5112,chr18,11852360,11852566,+,CHMP1B
LARP4_rep1_peak_8113,chr3,14143035,14143281,+,TMEM43
LARP4_rep1_peak_6334,chr2,46384780,46384985,+,LINC01820
LARP4_rep1_peak_4504,chr17,30248378,30248664,+,SLC6A4
LARP4_rep1_peak_1978,chr11,76796618,76797064,+,TSKU
LARP4_rep1_peak_807,chr1,156723196,156723481,+,ISG20L2
LARP4_rep1_peak_134,chr1,6223659,6223835,+,ICMT
LARP4_rep1_peak_6737,chr2,186677176,186677500,+,FAM171B
LARP4_rep1_peak_206,chr1,12011598,12011803,+,MIIP
LARP4_rep1_peak_1277,chr10,100362321,100362773,+,OLMALINC
LARP4_rep1_peak_2215,chr12,31791483,31791827,+,H3F3C
LARP4_rep1_peak_3313,chr15,74632418,74632633,+,CLK3
LARP4_rep1_peak_9642,chr6,43640347,43640802,+,RSPH9
LARP4_rep1_peak_2387,chr12,57601718,57602028,+,DTX3
LARP4_rep1_peak_1541,chr11,9589227,9589426,+,WEE1
LARP4_rep1_peak_5360,chr19,2428734,2429167,+,TIMM13
LARP4_rep1_peak_10014,chr7,44061143,44061368,+,PGAM2
LARP4_rep1_peak_2054,chr11,119183427,119183833,+,PDZD3
LARP4_rep1_peak_4013,chr16,70663393,70663733,+,MTSS2
LARP4_rep1_peak_4129,chr16,87330628,87331263,+,LOC101928659
LARP4_rep1_peak_4249,chr17,519023,519222,+,RFLNB
LARP4_rep1_peak_4694,chr17,45112082,45112353,+,MIR6784
LARP4_rep1_peak_2989,chr14,74835833,74835950,+,PROX2
LARP4_rep1_peak_11169,chr9,133468676,133469012,+,CACFD1
LARP4_rep1_peak_7190,chr20,34715006,34715218,+,TP53INP2
LARP4_rep1_peak_8215,chr3,48746777,48747078,+,IP6K2
LARP4_rep1_peak_160,chr1,8354986,8355165,+,SLC45A1
LARP4_rep1_peak_173,chr1,9603314,9603513,+,TMEM201
LARP4_rep1_peak_1314,chr10,102815642,102815765,+,CYP17A1
LARP4_rep1_peak_9069,chr5,131392453,131392777,+,CDC42SE2
LARP4_rep1_peak_1047,chr1,248848719,248849117,+,ZNF692
LARP4_rep1_peak_11143,chr9,130137628,130137931,+,GPRACR
LARP4_rep1_peak_505,chr1,52896423,52896581,+,ECHDC2
LARP4_rep1_peak_2097,chr12,442026,442249,+,B4GALNT3
LARP4_rep1_peak_2220,chr12,47781182,47781391,+,SLC48A1
LARP4_rep1_peak_3192,chr15,41279385,41279859,+,OIP5-AS1
LARP4_rep1_peak_11651,chrX,150768317,150768520,+,MTMR1
LARP4_rep1_peak_1156,chr10,70597578,70597777,+,PRF1
LARP4_rep1_peak_5018,chr17,81920306,81920439,+,SIRT7
LARP4_rep1_peak_2962,chr14,67677925,67678451,+,VTI1B
LARP4_rep1_peak_8783,chr4,102887780,102887984,+,CISD2
LARP4_rep1_peak_1157,chr10,70877280,70877432,+,PCBD1
LARP4_rep1_peak_1143,chr10,60793897,60794147,+,CDK1
LARP4_rep1_peak_10943,chr9,83660272,83660654,+,IDNK
LARP4_rep1_peak_10328,chr7,143851424,143851644,+,LOC154761
LARP4_rep1_peak_8306,chr3,53817463,53817740,+,CHDH
LARP4_rep1_peak_10532,chr8,23137049,23137311,+,TNFRSF10D
LARP4_rep1_peak_1852,chr11,66243500,66243699,+,KLC2
LARP4_rep1_peak_903,chr1,201483677,201483887,+,CSRP1
LARP4_rep1_peak_7142,chr20,32334352,32334747,+,ASXL1
LARP4_rep1_peak_9928,chr7,2730618,2730820,+,GNA12
LARP4_rep1_peak_3069,chr14,99512194,99512419,+,CCNK
LARP4_rep1_peak_7192,chr20,34844907,34845241,+,HMGB3P1
LARP4_rep1_peak_7315,chr20,50890830,50891029,+,ADNP
LARP4_rep1_peak_4858,chr17,75319069,75319332,+,SLC25A19
LARP4_rep1_peak_7779,chr22,29328242,29329000,+,SNORD125
LARP4_rep1_peak_9802,chr6,158766447,158767147,+,MIR3918
LARP4_rep1_peak_6295,chr2,27653281,27653521,+,SLC4A1AP
LARP4_rep1_peak_8325,chr3,66379952,66380197,+,LRIG1
LARP4_rep1_peak_6236,chr2,20672584,20672625,+,GDF7
LARP4_rep1_peak_1345,chr10,124619479,124619680,+,FAM53B-AS1
LARP4_rep1_peak_4883,chr17,76081412,76081513,+,ZACN
LARP4_rep1_peak_5361,chr19,2430548,2431056,+,TIMM13
LARP4_rep1_peak_5651,chr19,17292322,17292697,+,ANKLE1
LARP4_rep1_peak_8449,chr3,138633051,138633200,+,FAIM
LARP4_rep1_peak_4614,chr17,42024157,42024510,+,NKIRAS2
LARP4_rep1_peak_4953,chr17,78992032,78992421,+,LGALS3BP
LARP4_rep1_peak_9160,chr5,151182984,151183126,+,ANXA6
LARP4_rep1_peak_2432,chr12,89590521,89590811,+,POC1B-GALNT4
LARP4_rep1_peak_3535,chr16,2500960,2501027,+,ATP6V0C
LARP4_rep1_peak_11708,chrX,154485036,154485149,+,UBL4A
LARP4_rep1_peak_8095,chr3,11554812,11555043,+,VGLL4
LARP4_rep1_peak_8816,chr4,120059916,120060149,+,MAD2L1
LARP4_rep1_peak_822,chr1,160289965,160290226,+,PEX19
LARP4_rep1_peak_10861,chr9,34367012,34367218,+,MYORG
LARP4_rep1_peak_6637,chr2,127863387,127863688,+,POLR2D
LARP4_rep1_peak_293,chr1,23310069,23310384,+,LINC01355
LARP4_rep1_peak_1579,chr11,34152052,34152125,+,NAT10
LARP4_rep1_peak_11294,chr9,137062846,137063084,+,SAPCD2
LARP4_rep1_peak_8672,chr4,6621516,6621832,+,MRFAP1
LARP4_rep1_peak_7200,chr20,35302916,35303064,+,FAM83C
LARP4_rep1_peak_2122,chr12,6531309,6531534,+,GAPDH
LARP4_rep1_peak_7146,chr20,32437314,32437579,+,NOL4L
LARP4_rep1_peak_11719,chrX,155122746,155123000,+,BRCC3
LARP4_rep1_peak_11507,chrX,50368090,50368767,+,CCNB3
LARP4_rep1_peak_2855,chr14,23641821,23642041,+,DHRS2
LARP4_rep1_peak_8262,chr3,51393981,51394203,+,RBM15B
LARP4_rep1_peak_3472,chr16,1088858,1089044,+,C1QTNF8
LARP4_rep1_peak_349,chr1,27404431,27404761,+,GPR3
LARP4_rep1_peak_2691,chr13,29513958,29514074,+,MTUS2-AS1
LARP4_rep1_peak_4813,chr17,65528702,65528991,+,AXIN2
LARP4_rep1_peak_279,chr1,21218466,21218706,+,EIF4G3
LARP4_rep1_peak_5343,chr19,2231619,2231737,+,MIR1227
LARP4_rep1_peak_7698,chr22,19443724,19443991,+,C22orf39
LARP4_rep1_peak_389,chr1,35184184,35184479,+,SFPQ
LARP4_rep1_peak_7881,chr22,38673175,38673374,+,TOMM22
LARP4_rep1_peak_1384,chr11,203837,204157,+,BET1L
LARP4_rep1_peak_4022,chr16,72112470,72112779,+,TXNL4B
LARP4_rep1_peak_7218,chr20,36230094,36230294,+,AAR2
LARP4_rep1_peak_2510,chr12,114671704,114671893,+,TBX3
LARP4_rep1_peak_2198,chr12,15902909,15903111,+,DERA
LARP4_rep1_peak_1813,chr11,65351669,65351916,+,TIGD3
LARP4_rep1_peak_11598,chrX,109642111,109642354,+,KCNE5
LARP4_rep1_peak_3378,chr15,89316407,89316774,+,MIR6766
LARP4_rep1_peak_4400,chr17,10680893,10681299,+,SCO1
LARP4_rep1_peak_793,chr1,156249836,156250212,+,PAQR6
LARP4_rep1_peak_5517,chr19,9810498,9810972,+,FBXL12
LARP4_rep1_peak_2515,chr12,117143998,117144197,+,TESC-AS1
LARP4_rep1_peak_10689,chr8,122973339,122973694,+,DERL1
LARP4_rep1_peak_1426,chr11,703448,703827,+,EPS8L2
LARP4_rep1_peak_11540,chrX,71060757,71061101,+,SNX12
LARP4_rep1_peak_756,chr1,155086815,155086913,+,EFNA3
LARP4_rep1_peak_6898,chr2,237097672,237098255,+,COPS8
LARP4_rep1_peak_1142,chr10,59792786,59792990,+,MRLN
LARP4_rep1_peak_7446,chr20,63974835,63975200,+,SAMD10
LARP4_rep1_peak_9558,chr6,35474643,35474917,+,MIR7111
LARP4_rep1_peak_3016,chr14,90404590,90404879,+,CALM1
LARP4_rep1_peak_7069,chr20,6077099,6077151,+,LRRN4
LARP4_rep1_peak_2058,chr11,119336728,119337059,+,RNF26
LARP4_rep1_peak_4592,chr17,40356129,40356590,+,GJD3
LARP4_rep1_peak_839,chr1,163355462,163355538,+,NUF2
LARP4_rep1_peak_379,chr1,32773217,32773451,+,KIAA1522
LARP4_rep1_peak_3131,chr14,104896326,104896383,+,PLD4
LARP4_rep1_peak_7853,chr22,37632735,37632755,+,SH3BP1
LARP4_rep1_peak_8378,chr3,123494222,123494393,+,ADCY5
LARP4_rep1_peak_11525,chrX,53938689,53938939,+,PHF8
LARP4_rep1_peak_11464,chrX,46597694,46597944,+,CHST7
LARP4_rep1_peak_2477,chr12,108523228,108523665,+,FICD
LARP4_rep1_peak_5825,chr19,39384240,39384573,+,PAF1
LARP4_rep1_peak_5332,chr19,1986367,1986578,+,BTBD2
LARP4_rep1_peak_1922,chr11,70436077,70436299,+,CTTN
LARP4_rep1_peak_6319,chr2,38797939,38798045,+,GEMIN6
LARP4_rep1_peak_7887,chr22,38779001,38779200,+,DNAL4
LARP4_rep1_peak_7866,chr22,37941572,37941771,+,C22orf23
LARP4_rep1_peak_10498,chr8,17567520,17567831,+,PDGFRL
LARP4_rep1_peak_6469,chr2,74518351,74518435,+,TLX2
LARP4_rep1_peak_8151,chr3,38255085,38255264,+,SLC22A13
LARP4_rep1_peak_7933,chr22,41825874,41826271,+,SREBF2
LARP4_rep1_peak_4358,chr17,7286735,7286930,+,SLC2A4
LARP4_rep1_peak_6706,chr2,170966681,170966899,+,GORASP2
LARP4_rep1_peak_6635,chr2,127706131,127706397,+,SFT2D3
LARP4_rep1_peak_4253,chr17,799501,799677,+,MRM3
LARP4_rep1_peak_2455,chr12,98625569,98625705,+,IKBIP
LARP4_rep1_peak_3127,chr14,104802846,104803013,+,ZBTB42
LARP4_rep1_peak_248,chr1,17407380,17407700,+,RCC2
LARP4_rep1_peak_8096,chr3,11556357,11556508,+,VGLL4
